user_id,age,city,total_income,rent_spending,food_spending,transport_spending,shopping_spending,entertainment_spending,current_savings,risk_profile,goal_amount,goal_months
8654,18,Da Nang,6000000,1429196,1602565,825041,867809,328340,947046,Cân bằng,20000000,17
8655,33,Da Nang,17300000,3388169,5754909,2361216,1014030,1064630,3717043,Cân bằng,100000000,7
8656,20,Can Tho,7800000,991337,2529946,687751,1183207,638830,1768925,Tăng trưởng,200000000,23
8657,30,Can Tho,16700000,1881315,4658191,2859992,2044495,1123990,4132014,Tăng trưởng,50000000,50
8658,20,Hai Phong,7300000,1417257,2423285,631609,816172,483892,1527782,Cân bằng,150000000,19
8659,26,Ho Chi Minh City,12700000,4208121,2936206,1034787,602369,573407,3345107,An toàn,100000000,48
8660,33,Can Tho,18900000,2129838,6336882,2838267,1452976,1871981,4270054,Tăng trưởng,300000000,43
8661,24,Ho Chi Minh City,11700000,3371884,3172529,1350858,664625,832298,2307804,Cân bằng,150000000,6
8662,19,Can Tho,6900000,1273374,2598359,632079,283296,699248,1413641,Tăng trưởng,50000000,54
8663,31,Hanoi,16000000,4024868,5144718,2106958,2151574,1702438,869441,An toàn,20000000,27
8664,30,Hanoi,14300000,3515122,4836153,1462522,1101137,1231564,2153498,Tăng trưởng,20000000,28
8665,32,Hanoi,16700000,4690240,5298466,2077379,2238442,1194548,1200921,An toàn,200000000,53
8666,26,Hanoi,13400000,2881757,3232167,1794990,977001,931103,3582980,An toàn,20000000,6
8667,20,Can Tho,7800000,1432908,2879297,1144015,985525,404654,953598,Tăng trưởng,200000000,20
8668,25,Can Tho,12500000,2426413,3622181,1701065,1643929,967037,2139372,An toàn,50000000,6
8669,29,Ho Chi Minh City,13200000,3355837,3151110,1930911,740257,1308290,2713592,An toàn,50000000,18
8670,33,Can Tho,16100000,2032564,5008555,2431551,2563161,1464456,2599711,An toàn,100000000,21
8671,25,Ho Chi Minh City,10700000,3277113,3622518,1100635,1108181,831387,760163,An toàn,100000000,46
8672,31,Can Tho,15300000,1987538,4223647,2557277,1294620,1683636,3553279,Tăng trưởng,300000000,51
8673,31,Hai Phong,15900000,3316988,5299293,2132596,1641231,855772,2654117,Tăng trưởng,20000000,19
8674,24,Can Tho,9900000,1443833,4101047,1652141,1212776,917914,572287,An toàn,20000000,31
8675,29,Hai Phong,14600000,2376104,3919899,1883342,1970035,1444838,3005780,Cân bằng,50000000,14
8676,25,Hai Phong,11800000,2669880,3757114,1027628,836943,1054152,2454281,Tăng trưởng,20000000,13
8677,29,Hai Phong,15500000,2059260,5836810,2341997,1902274,1568913,1790744,Tăng trưởng,150000000,27
8678,29,Hai Phong,16000000,2698547,6347406,2233552,1836922,891666,1991905,An toàn,150000000,43
8679,27,Can Tho,12400000,1319917,5528730,1471923,2215081,1198067,666279,Tăng trưởng,200000000,55
8680,20,Da Nang,7500000,1221324,2219912,1017557,868289,721710,1451205,Tăng trưởng,200000000,36
8681,30,Ho Chi Minh City,15400000,5361664,4983839,1846688,670811,892292,1644703,An toàn,100000000,37
8682,25,Hai Phong,11800000,2172197,3591312,1125474,517040,678502,3715472,Tăng trưởng,200000000,31
8683,18,Ho Chi Minh City,6000000,1941363,1377555,805206,647638,444007,784227,An toàn,100000000,38
8684,20,Ho Chi Minh City,7700000,1967497,1765340,819272,823909,503898,1820081,An toàn,300000000,53
8685,24,Hanoi,10300000,2502899,3895031,984040,1224688,910338,783002,Cân bằng,50000000,47
8686,32,Can Tho,17800000,2845871,6142145,2488372,2915035,2018925,1389649,Tăng trưởng,20000000,29
8687,20,Da Nang,7600000,1794133,2095825,1021827,416024,784616,1487573,An toàn,100000000,48
8688,26,Ho Chi Minh City,11200000,3253350,3247251,1061446,1381746,546136,1710068,Tăng trưởng,300000000,36
8689,32,Hanoi,15900000,4454414,3812675,1682418,745234,1134249,4071007,An toàn,100000000,53
8690,28,Ho Chi Minh City,13500000,3521037,3313487,1805169,1709279,1316416,1834608,Tăng trưởng,200000000,51
8691,18,Da Nang,6000000,1457760,1682435,784432,488276,435512,1151582,An toàn,300000000,50
8692,28,Hai Phong,13700000,3098187,5083306,1342624,2100333,780801,1294746,Tăng trưởng,200000000,56
8693,32,Ho Chi Minh City,15200000,5177865,3673844,1145116,540626,983938,3678608,An toàn,50000000,25
8694,27,Hai Phong,14100000,3110169,5377119,1984551,1194633,1096520,1337005,Cân bằng,200000000,44
8695,24,Da Nang,10100000,2102023,3142986,1110578,737606,1191607,1815197,Cân bằng,150000000,14
8696,26,Da Nang,12800000,2417202,4796704,1595441,1393398,907503,1689749,Tăng trưởng,20000000,58
8697,25,Da Nang,11400000,2471904,4251282,1071014,1323213,625468,1657116,An toàn,300000000,28
8698,22,Can Tho,9400000,1495816,3277572,1576019,1005115,1025421,1020054,Tăng trưởng,100000000,19
8699,34,Da Nang,17400000,2723234,5757096,2249863,2627878,1449230,2592697,An toàn,100000000,26
8700,34,Can Tho,20100000,3500629,7543619,2497272,2851577,2448426,1258473,An toàn,100000000,33
8701,31,Da Nang,15900000,3671910,3843807,1810625,1637761,1635942,3299951,An toàn,100000000,39
8702,29,Hai Phong,15500000,2835887,4707659,2107982,655334,907949,4285186,Tăng trưởng,300000000,13
8703,18,Can Tho,6000000,1156798,1675228,920030,463737,573629,1210575,Tăng trưởng,300000000,13
8704,29,Ho Chi Minh City,15500000,4089253,3785862,1517066,1386730,680123,4040964,Cân bằng,300000000,28
8705,25,Can Tho,11800000,1834903,4973595,1709141,977537,608312,1696510,An toàn,50000000,21
8706,20,Ho Chi Minh City,7400000,2264665,1634871,831138,769155,277777,1622392,Tăng trưởng,20000000,6
8707,32,Ho Chi Minh City,16800000,4795234,5157613,1670777,1991791,716407,2468175,An toàn,100000000,34
8708,20,Da Nang,7600000,1819156,2710020,878862,797641,304214,1090104,Tăng trưởng,50000000,41
8709,21,Hanoi,8300000,1890518,3164384,964665,354449,467513,1458468,Tăng trưởng,100000000,53
8710,35,Can Tho,18600000,2674279,5952836,2147732,3162143,1315040,3347968,Cân bằng,200000000,11
8711,28,Da Nang,14900000,3560174,3577388,1817578,1954628,686692,3303537,Cân bằng,150000000,57
8712,20,Can Tho,7700000,1126071,2147423,1219479,659022,730610,1817391,Tăng trưởng,200000000,11
8713,35,Hai Phong,20700000,3756832,5345014,2431007,1430716,1965694,5770735,Tăng trưởng,200000000,58
8714,31,Da Nang,15900000,3870694,4772635,1688619,763015,954058,3850978,An toàn,50000000,59
8715,28,Hanoi,12700000,3763278,4334883,1305726,1549910,622879,1123320,An toàn,100000000,14
8716,26,Hai Phong,11700000,1530069,3873061,1850835,1785323,663629,1997080,Tăng trưởng,50000000,36
8717,27,Hai Phong,13100000,2449798,4997069,1513729,1772194,1057296,1309911,Tăng trưởng,20000000,22
8718,19,Ho Chi Minh City,6700000,2153429,1371023,468863,703038,567361,1436284,Tăng trưởng,50000000,45
8719,22,Da Nang,9200000,1551684,2832216,1425425,408208,475045,2507418,Tăng trưởng,20000000,35
8720,27,Hanoi,12900000,2739646,4999682,1182309,1161764,701100,2115496,An toàn,300000000,22
8721,23,Ho Chi Minh City,9400000,2903289,2127246,1021001,784795,780391,1783275,Tăng trưởng,20000000,20
8722,18,Hai Phong,6000000,1111124,1581608,640464,844517,554058,1268226,Cân bằng,200000000,51
8723,19,Hai Phong,6900000,1245085,2026330,884593,553692,826836,1363461,Tăng trưởng,200000000,57
8724,34,Hanoi,19000000,5140772,4425058,2557849,2741879,1086785,3047654,Cân bằng,200000000,54
8725,20,Ho Chi Minh City,7700000,2319457,1671210,766710,790995,479070,1672555,An toàn,100000000,15
8726,30,Ho Chi Minh City,14700000,4161713,3649349,1676000,1711962,1216471,2284501,Cân bằng,100000000,19
8727,34,Da Nang,19000000,3035442,6543848,2896146,2588437,1562192,2373933,Tăng trưởng,200000000,9
8728,21,Da Nang,8500000,2072027,2792694,1218781,1108692,771169,536635,Tăng trưởng,150000000,30
8729,19,Ho Chi Minh City,6900000,1752424,2277843,662522,653287,263711,1290210,Tăng trưởng,100000000,56
8730,21,Can Tho,8600000,1261253,3054095,967716,1126472,412831,1777629,Cân bằng,150000000,44
8731,31,Hanoi,15000000,4063403,4231798,2025455,1297827,1313341,2068172,Tăng trưởng,100000000,8
8732,30,Can Tho,16700000,2634810,5073679,1621953,1020807,1089529,5259219,Cân bằng,300000000,23
8733,27,Da Nang,11900000,2082253,3759629,1316410,564682,1079810,3097214,Cân bằng,100000000,33
8734,21,Hanoi,8000000,1970130,2331172,733679,577898,403102,1984015,An toàn,100000000,60
8735,28,Can Tho,12700000,1733488,5094501,1408803,1011726,1316035,2135446,An toàn,100000000,34
8736,18,Da Nang,6000000,1226724,2254182,689961,501424,291335,1036370,An toàn,20000000,38
8737,24,Hanoi,11600000,3035556,4235120,1325464,830497,602796,1570565,Cân bằng,20000000,14
8738,22,Ho Chi Minh City,9500000,3063555,2326304,939873,719104,449452,2001709,Cân bằng,100000000,30
8739,25,Hanoi,11800000,3432817,4070335,1342908,926090,924517,1103329,Tăng trưởng,150000000,7
8740,20,Can Tho,7800000,1421591,2302061,1044568,630786,860510,1540481,Cân bằng,300000000,6
8741,20,Da Nang,7900000,1731129,2053812,868644,980929,582412,1683070,Tăng trưởng,20000000,28
8742,29,Hai Phong,13600000,2169350,3962451,2102623,2035269,1268812,2061493,Cân bằng,300000000,60
8743,31,Can Tho,17600000,3072900,6006218,2044932,2436485,1973056,2066406,An toàn,20000000,49
8744,20,Ho Chi Minh City,7900000,2454414,2383247,774667,813807,718455,755407,Tăng trưởng,50000000,52
8745,23,Hanoi,9300000,2220734,2227150,749890,522143,757060,2823019,Tăng trưởng,50000000,20
8746,24,Hanoi,10700000,2345090,3526502,896791,1175353,1005878,1750383,Tăng trưởng,50000000,7
8747,32,Hanoi,18400000,4679973,6674580,2518779,1756583,1022851,1747231,Cân bằng,300000000,30
8748,24,Hai Phong,10700000,1812281,3571687,1214261,1063691,776775,2261302,An toàn,300000000,50
8749,28,Ho Chi Minh City,15100000,5184911,3062477,1603385,1775810,946836,2526579,Cân bằng,150000000,26
8750,27,Hai Phong,12100000,2104095,4974939,1095706,1670149,795497,1459611,Tăng trưởng,100000000,18
8751,24,Da Nang,10000000,1524146,3553451,1020086,1343681,1154929,1403703,Tăng trưởng,150000000,45
8752,22,Can Tho,8600000,1145976,2925511,917677,501028,576748,2533056,Cân bằng,150000000,8
8753,35,Hanoi,19400000,3883274,5043535,2248429,1411873,2099246,4713639,Tăng trưởng,200000000,49
8754,21,Can Tho,8600000,941971,3378010,773482,1485743,594748,1426043,An toàn,20000000,37
8755,32,Ho Chi Minh City,15300000,4225515,5078055,1222816,1814645,1393989,1564977,An toàn,20000000,32
8756,30,Hai Phong,13700000,2418233,4622047,1347858,882666,1311068,3118124,An toàn,200000000,42
8757,20,Can Tho,7300000,1101574,2235430,1007416,653202,689618,1612756,Cân bằng,300000000,7
8758,31,Can Tho,16000000,2726436,4643530,2236985,1797081,1124702,3471264,Cân bằng,200000000,41
8759,32,Ho Chi Minh City,17200000,5481798,5223864,1276651,1971256,785622,2460807,Tăng trưởng,200000000,15
8760,31,Ho Chi Minh City,17300000,5975706,4655525,2213001,1681439,1351964,1422362,Cân bằng,300000000,16
8761,23,Da Nang,10200000,1577968,3174920,1307651,830561,986679,2322218,An toàn,20000000,43
8762,20,Hanoi,7500000,1868580,2092151,742114,500928,426134,1870090,An toàn,50000000,57
8763,27,Can Tho,12600000,1549027,5351400,1479425,2203247,1285298,731600,An toàn,300000000,27
8764,24,Hai Phong,11600000,2190577,3434577,1739593,1073226,887399,2274626,Tăng trưởng,200000000,56
8765,30,Da Nang,16700000,2980265,6278432,2019709,1473923,1445467,2502201,An toàn,300000000,47
8766,34,Hanoi,16400000,3632139,4652798,2271042,2250619,1450712,2142687,An toàn,20000000,32
8767,27,Hai Phong,13800000,2427798,5581623,2098152,655783,1508838,1527805,Tăng trưởng,20000000,49
8768,23,Hanoi,10100000,2284084,2715621,937222,833780,1083256,2246033,Tăng trưởng,50000000,12
8769,28,Hai Phong,12900000,2921818,3486739,1910383,1112636,707411,2761010,An toàn,200000000,40
8770,20,Hanoi,7500000,1836470,2069934,686394,435587,506910,1964701,Tăng trưởng,50000000,14
8771,26,Hanoi,11400000,2336037,3945087,1074703,1311839,660742,2071588,An toàn,300000000,54
8772,31,Ho Chi Minh City,15400000,4062204,4595381,1837103,1527577,1191166,2186566,Cân bằng,300000000,49
8773,19,Hai Phong,7000000,1326284,2313701,718173,1081233,574566,986039,Tăng trưởng,200000000,14
8774,18,Can Tho,6000000,795073,1932756,718787,616507,344767,1592107,An toàn,200000000,42
8775,35,Can Tho,20500000,3315257,5749857,2777287,3131676,2022588,3503331,Cân bằng,20000000,60
8776,34,Hanoi,20700000,5857971,4706715,2511905,2066070,987167,4570169,Cân bằng,50000000,51
8777,33,Hai Phong,15900000,3517594,4033741,1847537,941795,1563494,3995836,Cân bằng,150000000,44
8778,23,Da Nang,10300000,2089639,3005422,1575557,941213,504030,2184136,Cân bằng,150000000,50
8779,30,Da Nang,16700000,3215351,6313661,2676462,1460966,1611743,1421814,Cân bằng,50000000,54
8780,26,Hanoi,13000000,3173961,4320110,1952970,1662902,1153609,736444,An toàn,200000000,34
8781,23,Hanoi,9300000,2316593,3342648,920620,715205,379297,1625635,Cân bằng,150000000,23
8782,31,Can Tho,14700000,2873481,4106281,1364008,1958671,1587935,2809621,Tăng trưởng,20000000,6
8783,21,Hanoi,8200000,1765969,2322726,935394,1036790,921249,1217869,An toàn,100000000,27
8784,25,Hai Phong,12400000,1898209,3585300,1130590,1176531,566242,4043124,Cân bằng,100000000,19
8785,19,Ho Chi Minh City,6600000,2025045,1522700,853487,904592,503678,790495,Tăng trưởng,150000000,40
8786,26,Hanoi,11300000,2677139,2874084,1310678,1203882,844643,2389572,An toàn,50000000,28
8787,32,Hanoi,18300000,4214460,6243727,2696980,905331,947147,3292353,Cân bằng,100000000,26
8788,20,Ho Chi Minh City,7700000,2596511,2177917,586730,950836,586734,801269,Tăng trưởng,300000000,53
8789,20,Da Nang,7700000,1169090,2275187,1223450,960810,615592,1455869,Tăng trưởng,200000000,8
8790,22,Hai Phong,9500000,1253646,3521745,943579,452985,664989,2663053,An toàn,20000000,45
8791,19,Da Nang,7000000,1179061,1890350,674783,571661,797994,1886148,Tăng trưởng,300000000,57
8792,28,Hanoi,12800000,2667537,3637248,1795393,1610539,830168,2259113,An toàn,50000000,12
8793,23,Can Tho,9600000,1825157,2527380,892392,819654,971699,2563715,Tăng trưởng,50000000,50
8794,35,Ho Chi Minh City,18800000,5232168,5909742,1797747,2539610,780922,2539807,An toàn,200000000,24
8795,24,Can Tho,11500000,1385493,3356255,1779122,802948,814232,3361947,Cân bằng,200000000,24
8796,25,Hanoi,11600000,2818682,2688203,893907,725231,1005962,3468011,Cân bằng,150000000,34
8797,31,Can Tho,16300000,3153047,5367281,2131771,1978088,741691,2928119,Tăng trưởng,100000000,21
8798,25,Ho Chi Minh City,10700000,3090444,2381470,1033279,843128,526553,2825123,Tăng trưởng,300000000,25
8799,26,Ho Chi Minh City,12900000,4003619,2702234,905874,1329592,598003,3360676,Cân bằng,50000000,47
8800,21,Ho Chi Minh City,8000000,2777659,1817973,658448,357269,487881,1900766,An toàn,20000000,34
8801,19,Ho Chi Minh City,6700000,2338530,1452450,501555,601754,276769,1528940,An toàn,300000000,38
8802,35,Ho Chi Minh City,19900000,5658751,5359976,1757232,1549580,1679553,3894905,Cân bằng,300000000,60
8803,25,Da Nang,12200000,2515915,3255112,1524453,789813,1062748,3051956,Tăng trưởng,50000000,51
8804,31,Ho Chi Minh City,15300000,4229140,4293640,1108272,951653,963323,3753969,Tăng trưởng,100000000,42
8805,23,Can Tho,9800000,1314690,3454652,1541455,1636161,1090252,762788,Tăng trưởng,150000000,26
8806,25,Ho Chi Minh City,11300000,3404306,3099074,1072225,689875,837885,2196632,Tăng trưởng,20000000,19
8807,28,Hai Phong,13500000,2012672,4793845,1904148,2054196,1031409,1703728,Tăng trưởng,50000000,21
8808,33,Hanoi,17300000,4593433,4239308,2187167,1350178,1359116,3570795,Cân bằng,50000000,49
8809,32,Hai Phong,18500000,2724978,6566862,3110592,820018,1679628,3597920,Cân bằng,300000000,26
8810,31,Ho Chi Minh City,17300000,5667113,4098384,1750478,1701182,972747,3110094,Cân bằng,200000000,13
8811,25,Ho Chi Minh City,11100000,3503986,3387850,830786,730480,760654,1886241,An toàn,100000000,51
8812,35,Hanoi,20100000,4288255,6498148,1772944,841152,1246506,5452992,An toàn,50000000,21
8813,24,Ho Chi Minh City,10500000,2950215,3111481,1262277,1003517,497183,1675325,Cân bằng,100000000,25
8814,34,Da Nang,17400000,3387316,6774763,2767113,1762670,1619426,1088708,Tăng trưởng,20000000,23
8815,25,Da Nang,10500000,2248964,2532322,1078720,1520822,1187642,1931527,An toàn,100000000,32
8816,18,Ho Chi Minh City,6000000,1888261,1819259,596743,756464,440843,498428,Tăng trưởng,150000000,60
8817,21,Hanoi,8600000,1732706,2411153,1355279,695834,768756,1636269,Tăng trưởng,100000000,13
8818,26,Hanoi,11700000,3507956,3485569,1510145,718065,818839,1659424,An toàn,200000000,24
8819,26,Da Nang,12900000,2268060,5097018,1878456,902715,1367407,1386341,An toàn,150000000,44
8820,35,Hai Phong,17700000,3879994,4840020,2134511,1608977,1847639,3388855,Tăng trưởng,200000000,33
8821,22,Hai Phong,8800000,1881061,3057808,1061057,858300,916342,1025428,An toàn,50000000,20
8822,29,Hai Phong,13800000,3102399,5201512,2132661,1810922,1552503,0,Cân bằng,100000000,33
8823,25,Hanoi,12300000,2954124,3070692,1559161,1318386,725343,2672292,Cân bằng,20000000,11
8824,32,Hanoi,17800000,4065331,5869272,2503602,778108,740261,3843422,An toàn,50000000,55
8825,20,Hanoi,7400000,1486722,2663176,1007068,1144168,666571,432292,Cân bằng,200000000,27
8826,24,Ho Chi Minh City,10200000,2565837,2487758,1514011,800583,630070,2201737,Cân bằng,100000000,57
8827,32,Ho Chi Minh City,17000000,5380652,5773730,2292034,877942,830127,1845512,An toàn,20000000,28
8828,20,Da Nang,7900000,1283338,2897493,836538,413054,355882,2113692,An toàn,200000000,44
8829,31,Ho Chi Minh City,14500000,4442410,3244173,1445566,1781854,1362659,2223335,Cân bằng,20000000,30
8830,29,Ho Chi Minh City,15900000,4205680,4967404,1423747,1414738,1262291,2626137,Tăng trưởng,150000000,43
8831,29,Can Tho,13400000,1708939,4419766,1871854,948044,1472938,2978456,Tăng trưởng,300000000,6
8832,29,Can Tho,13900000,1674227,6056010,2149225,1414425,750117,1855994,Cân bằng,300000000,16
8833,25,Ho Chi Minh City,10700000,3047428,2886099,980417,1194164,636771,1955119,An toàn,300000000,28
8834,22,Da Nang,9200000,2018795,2173157,868057,655611,617610,2866767,Cân bằng,300000000,10
8835,25,Ho Chi Minh City,11100000,3201043,3180415,1220150,657865,501150,2339374,Cân bằng,100000000,24
8836,24,Da Nang,10500000,1881151,4113396,1227409,1129224,785136,1363681,Cân bằng,200000000,39
8837,19,Hai Phong,6700000,1497729,1993804,1010676,627385,749063,821341,An toàn,200000000,55
8838,26,Da Nang,13400000,3162618,3662777,1736236,909679,733933,3194753,Tăng trưởng,150000000,29
8839,23,Ho Chi Minh City,10300000,3487436,3222450,1157790,487088,917805,1027427,An toàn,150000000,59
8840,20,Ho Chi Minh City,7900000,2581828,1672804,896498,638412,645389,1465065,Cân bằng,200000000,20
8841,22,Ho Chi Minh City,9800000,3097687,2558624,863972,481033,595570,2203112,An toàn,20000000,6
8842,35,Da Nang,18100000,3779251,6479377,1988714,888236,1449739,3514681,An toàn,100000000,50
8843,34,Ho Chi Minh City,20400000,7013983,6168873,2351098,2060106,1290834,1515103,Cân bằng,150000000,43
8844,24,Ho Chi Minh City,11000000,3438307,2780915,918690,594913,652111,2615061,Cân bằng,150000000,20
8845,35,Da Nang,18400000,2781006,5868103,2086917,2960066,1951162,2752743,An toàn,200000000,58
8846,28,Hanoi,13100000,2812241,3960787,1221009,1669475,1061802,2374683,An toàn,200000000,39
8847,33,Hanoi,18600000,5267543,6398252,2302163,2022836,985274,1623930,Cân bằng,100000000,9
8848,27,Hai Phong,13800000,2297750,3699897,1337803,724074,627584,5112888,An toàn,50000000,17
8849,27,Can Tho,13900000,2725945,4689330,1485806,1828116,1571253,1599548,Cân bằng,50000000,7
8850,34,Hai Phong,20500000,3168541,8473769,2678818,2185860,1058536,2934474,An toàn,20000000,52
8851,28,Hai Phong,14800000,2236140,5304122,1398836,1245127,1276767,3339005,An toàn,20000000,37
8852,21,Hanoi,8200000,2056247,1996407,723987,1018671,479757,1924927,An toàn,300000000,19
8853,26,Ho Chi Minh City,11800000,3002036,3965810,1409562,1486849,477994,1457746,Cân bằng,200000000,58
8854,26,Ho Chi Minh City,13600000,4684662,2784558,1670831,1726555,1163426,1569965,Cân bằng,150000000,30
8855,25,Hanoi,12300000,2542822,3873159,1743400,1802200,1013349,1325066,Tăng trưởng,200000000,15
8856,23,Da Nang,9500000,1908511,3577845,1260993,993027,586887,1172735,An toàn,300000000,57
8857,32,Hai Phong,16400000,2135153,4312300,2357054,2690610,1201650,3703230,An toàn,300000000,38
8858,30,Can Tho,16300000,2870392,4248727,2657675,1287093,1502099,3734011,Tăng trưởng,300000000,15
8859,23,Hai Phong,9300000,1269928,2883100,977267,1115165,410585,2643952,Tăng trưởng,300000000,31
8860,18,Hanoi,6000000,1421707,2217920,776051,484575,436923,662821,Cân bằng,300000000,55
8861,19,Da Nang,6700000,1541546,1590029,811731,286658,742926,1727108,Cân bằng,100000000,21
8862,28,Hai Phong,15300000,2200615,5789859,2565073,841562,1766086,2136802,An toàn,20000000,9
8863,27,Ho Chi Minh City,12600000,3453211,3048908,1790569,631522,801872,2873914,Cân bằng,100000000,43
8864,23,Hai Phong,9900000,1532939,2848016,1127369,495113,622245,3274314,An toàn,50000000,32
8865,31,Hanoi,16200000,4379248,5493327,1587594,757094,1149859,2832874,An toàn,100000000,12
8866,22,Hai Phong,8700000,1215431,2662953,962638,742122,541205,2575647,An toàn,200000000,38
8867,24,Hai Phong,11400000,2123511,3645548,1693597,1690547,940395,1306399,Tăng trưởng,200000000,45
8868,25,Ho Chi Minh City,10600000,3371617,2997345,1426048,1086682,884661,833645,An toàn,20000000,56
8869,30,Can Tho,14100000,2773736,5614033,1417628,1346642,721142,2226816,Cân bằng,50000000,52
8870,24,Hai Phong,10600000,2077957,3069760,1266781,622831,709484,2853184,Tăng trưởng,300000000,51
8871,35,Hai Phong,18100000,3823485,6014010,2056236,2130457,1329627,2746182,Cân bằng,200000000,10
8872,33,Da Nang,16700000,2640940,4721458,2706527,1265895,884347,4480830,An toàn,150000000,37
8873,21,Hai Phong,8100000,1490373,3061789,1114117,942610,991169,499939,Cân bằng,50000000,29
8874,30,Hai Phong,16300000,2994559,4474778,1521847,1037945,1568859,4702010,Tăng trưởng,150000000,40
8875,18,Can Tho,6000000,861779,1932734,832807,1001084,427479,944114,Cân bằng,150000000,58
8876,26,Hanoi,12000000,3208719,3877652,1029255,1229023,1184084,1471264,An toàn,300000000,55
8877,32,Hanoi,17500000,4788215,4185769,2257751,1579530,1515360,3173374,Cân bằng,20000000,52
8878,19,Can Tho,6700000,1114952,2370279,897092,719675,784138,813861,Tăng trưởng,100000000,38
8879,34,Hai Phong,21000000,4325095,6677864,1675080,1739074,1458118,5124766,An toàn,50000000,48
8880,30,Hai Phong,17500000,2829177,6125008,1765926,2524927,1522837,2732122,An toàn,50000000,38
8881,25,Hanoi,10700000,2840469,2910835,1204958,811450,1138831,1793455,Cân bằng,100000000,41
8882,26,Ho Chi Minh City,13000000,3310982,3535195,1736334,569612,998517,2849356,An toàn,50000000,16
8883,33,Hai Phong,19400000,4293989,5444083,1992098,1180680,1577256,4911892,An toàn,50000000,52
8884,19,Ho Chi Minh City,6900000,2391105,2180042,848611,652216,502721,325303,Cân bằng,100000000,46
8885,34,Hai Phong,16600000,3662397,3922019,1806145,664301,927670,5617465,Cân bằng,50000000,45
8886,35,Hanoi,21000000,6281469,5944058,2045721,904897,1675552,4148299,Cân bằng,100000000,15
8887,35,Da Nang,22000000,3754298,7933822,2193114,1290876,2066238,4761649,An toàn,300000000,27
8888,19,Hanoi,6700000,1681721,2463578,664257,843731,318940,727769,Tăng trưởng,200000000,31
8889,21,Ho Chi Minh City,8800000,2618867,2445028,772915,560240,529639,1873307,Cân bằng,150000000,56
8890,34,Hai Phong,20000000,3027633,7041206,1755015,1391250,870698,5914194,Cân bằng,100000000,48
8891,26,Da Nang,13600000,2192887,4551848,2171941,1683074,897045,2103202,An toàn,300000000,50
8892,35,Da Nang,20100000,4070797,5099943,2302363,3070092,1765287,3791515,Cân bằng,200000000,27
8893,33,Hanoi,18000000,3860639,6469230,2825165,1398796,1684986,1761180,An toàn,300000000,12
8894,26,Hanoi,13400000,3945645,3575588,1221593,718409,491908,3446854,Tăng trưởng,300000000,48
8895,30,Can Tho,14500000,2151612,4754312,1472320,2034228,1521962,2565563,An toàn,150000000,11
8896,34,Hai Phong,17900000,3060916,4492555,1808053,2522399,2220580,3795494,Tăng trưởng,300000000,23
8897,21,Hai Phong,8000000,1299600,3307462,779535,1155767,664400,793233,An toàn,200000000,56
8898,32,Can Tho,16500000,1664474,4795944,1821013,2461873,1688723,4067970,An toàn,200000000,56
8899,18,Can Tho,6000000,1038750,1807733,970514,288211,398756,1496032,Cân bằng,50000000,27
8900,18,Can Tho,6000000,695989,1786368,568252,512895,402810,2033684,An toàn,300000000,48
8901,19,Hanoi,6900000,1926315,2409237,577677,746137,471626,769005,An toàn,200000000,21
8902,30,Can Tho,14500000,2642405,5247156,2167635,2047233,1574128,821440,Tăng trưởng,150000000,36
8903,28,Da Nang,12500000,2991164,3389554,1007088,1412795,1033088,2666308,Tăng trưởng,150000000,43
8904,29,Hanoi,15600000,3851455,4825412,1198704,2073395,1726734,1924298,Tăng trưởng,150000000,18
8905,25,Hanoi,11100000,2697476,4047342,1635279,974165,427013,1318721,An toàn,50000000,36
8906,21,Can Tho,8400000,1153179,3349617,1220608,710369,748807,1217418,Tăng trưởng,150000000,50
8907,32,Hai Phong,16500000,2341686,6296583,2773403,2753748,1890461,444117,Cân bằng,100000000,9
8908,21,Ho Chi Minh City,8600000,3000497,2413355,679617,367811,340940,1797776,Cân bằng,20000000,45
8909,22,Hanoi,9100000,2592614,3246794,817080,466987,659490,1317032,An toàn,50000000,47
8910,26,Ho Chi Minh City,13400000,4316585,2865517,1184870,512942,1183773,3336310,Cân bằng,200000000,25
8911,27,Hanoi,13500000,3283823,4573312,1751778,1636134,602036,1652913,Tăng trưởng,20000000,21
8912,33,Can Tho,18000000,1847671,7607016,3076810,1004967,1601540,2861993,Tăng trưởng,20000000,30
8913,35,Hai Phong,16900000,2565815,6029255,2353197,2498256,1259143,2194331,Cân bằng,150000000,60
8914,35,Can Tho,18000000,3584065,4664393,1759563,1744395,1486571,4761010,Tăng trưởng,100000000,48
8915,20,Hanoi,7400000,1798396,2293539,998369,544870,828503,936320,An toàn,20000000,29
8916,31,Hanoi,16700000,4036079,4290342,2051102,1803675,1611954,2906846,An toàn,300000000,11
8917,19,Hai Phong,6700000,1298479,1735231,595666,587614,549389,1933617,An toàn,100000000,26
8918,27,Ho Chi Minh City,13500000,4361869,4382835,1456426,1716371,1013957,568538,Tăng trưởng,50000000,32
8919,23,Can Tho,10600000,1445579,3068776,1528214,1750811,1253764,1552854,An toàn,200000000,27
8920,32,Ho Chi Minh City,15000000,4603464,3211121,1587344,1260697,1308295,3029076,An toàn,100000000,27
8921,19,Hai Phong,6700000,1533010,1895007,645414,1012459,465049,1149057,Cân bằng,50000000,35
8922,20,Hai Phong,7400000,1272705,2909486,869077,619514,768080,961136,An toàn,100000000,6
